Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24
2025/1/17,8:49:49,-2743951.346,4701356.911,3312924.175,5,11,7.2021,17.1114,6.1869,3.7693,9.4089,-3.0088,0,0,0.01016,0.32461,0.10352,0.26171,0.61172,0.2107,0.26733,0.31778,0.10641
2025/1/17,8:49:50,-2743951.112,4701358.503,3312924.418,5,11,7.2019,17.1151,6.1876,3.7662,9.411,-3.0095,0,0,-0.0581,0.11781,0.02461,0.26171,0.61192,0.21074,0.26734,0.31788,0.10641
2025/1/17,8:49:51,-2743951.674,4701357.47,3312924.126,5,11,7.2017,17.1188,6.1884,3.7631,9.4131,-3.0102,0,0,-0.01921,0.45448,0.13203,0.26171,0.61212,0.21078,0.26734,0.31798,0.10641
2025/1/17,8:49:52,-2743951.713,4701356.917,3312923.916,5,11,7.2015,17.1225,6.1892,3.7601,9.4152,-3.0109,0,0,-0.07679,-0.14766,-0.01138,0.2617,0.61231,0.21082,0.26734,0.31809,0.10641
2025/1/17,8:49:53,-2743952.293,4701355.096,3312923.76,5,11,7.2014,17.1261,6.19,3.757,9.4173,-3.0116,0,0,-0.03181,-0.00335,0.00732,0.2617,0.61251,0.21086,0.26735,0.31819,0.10641
2025/1/17,8:49:54,-2743951.516,4701357.139,3312924.545,5,11,7.2012,17.1298,6.1908,3.7539,9.4194,-3.0124,0,0,-0.02241,0.32135,0.12161,0.2617,0.61271,0.2109,0.26735,0.31829,0.10641
2025/1/17,8:49:55,-2743951.851,4701357.194,3312924.722,5,11,7.201,17.1335,6.1915,3.7509,9.4215,-3.0131,0,0,-0.04856,-0.04631,0.01005,0.2617,0.61291,0.21094,0.26735,0.3184,0.1064
2025/1/17,8:49:56,-2743951.898,4701356.392,3312924.433,5,11,7.2008,17.1372,6.1923,3.7478,9.4236,-3.0138,0,0,-0.04894,0.01087,0.02324,0.2617,0.6131,0.21098,0.26736,0.3185,0.1064
2025/1/17,8:49:57,-2743951.66,4701356.242,3312924.336,5,11,7.2006,17.1409,6.1931,3.7447,9.4257,-3.0145,0,0,0.11053,0.16995,0.01384,0.2617,0.6133,0.21102,0.26736,0.31861,0.1064
2025/1/17,8:49:58,-2743951.701,4701354.126,3312923.536,5,11,7.2004,17.1446,6.1939,3.7416,9.4278,-3.0153,0,0,0.01779,-0.0555,-0.01102,0.2617,0.6135,0.21106,0.26736,0.31871,0.1064
2025/1/17,8:49:59,-2743951.605,4701351.513,3312922.569,5,11,7.2002,17.1483,6.1947,3.7385,9.4299,-3.016,0,0,-0.03059,-0.15937,-0.07309,0.26169,0.6137,0.2111,0.26736,0.31881,0.1064
2025/1/17,8:50:00,-2743950.89,4701353.806,3312922.546,5,11,7.2,17.152,6.1954,3.7354,9.432,-3.0167,0,0,0.02264,-0.13526,-0.02852,0.26169,0.6139,0.21114,0.26737,0.31892,0.1064
2025/1/17,8:50:01,-2743948.753,4701359.111,3312923.683,5,11,7.1998,17.1558,6.1962,3.7323,9.4341,-3.0174,0,0,0.01214,0.02988,-0.03388,0.26169,0.61409,0.21118,0.26737,0.31902,0.1064
2025/1/17,8:50:02,-2743948.861,4701357.352,3312923.259,5,11,7.1996,17.1595,6.197,3.7292,9.4363,-3.0181,0,0,-0.025,0.13677,0.05552,0.26169,0.61429,0.21122,0.26737,0.31913,0.10639
2025/1/17,8:50:03,-2743950.068,4701353.028,3312922.355,5,11,7.1994,17.1632,6.1978,3.726,9.4384,-3.0189,0,0,-0.04781,0.12838,0.07395,0.26169,0.61449,0.21126,0.26738,0.31923,0.10639
2025/1/17,8:50:04,-2743949.979,4701353.243,3312922.067,5,11,7.1992,17.1669,6.1986,3.7229,9.4405,-3.0196,0,0,-0.00843,-0.18901,-0.07635,0.26169,0.61469,0.2113,0.26738,0.31934,0.10639
2025/1/17,8:50:05,-2743949.143,4701351.921,3312921.671,5,11,7.199,17.1706,6.1993,3.7198,9.4426,-3.0203,0,0,0.02429,-0.3568,-0.10202,0.26169,0.61489,0.21134,0.26738,0.31944,0.10639
2025/1/17,8:50:06,-2743949.044,4701348.417,3312920.686,5,11,7.1988,17.1744,6.2001,3.7167,9.4447,-3.0211,0,0,0.08642,-0.00023,-0.01229,0.26168,0.61509,0.21138,0.26738,0.31954,0.10639
2025/1/17,8:50:07,-2743948.987,4701347.171,3312920.16,5,11,7.1986,17.1781,6.2009,3.7135,9.4469,-3.0218,0,0,-0.09934,0.18497,0.0768,0.26168,0.61529,0.21142,0.26739,0.31965,0.10639
2025/1/17,8:50:08,-2743950.2,4701346.307,3312919.997,5,11,7.1984,17.1818,6.2017,3.7104,9.449,-3.0225,0,0,0.09085,-0.03424,-0.09315,0.26168,0.61549,0.21146,0.26739,0.31975,0.10639
2025/1/17,8:50:09,-2743950.583,4701348.59,3312920.75,5,11,7.1982,17.1855,6.2025,3.7072,9.4511,-3.0232,0,0,0.08021,-0.48598,-0.14882,0.26168,0.61568,0.2115,0.26739,0.31986,0.10638
2025/1/17,8:50:10,-2743950.546,4701350.511,3312920.642,5,11,7.1981,17.1893,6.2033,3.7041,9.4532,-3.024,0,0,0.03139,0.00867,0.00262,0.26168,0.61588,0.21154,0.2674,0.31996,0.10638
2025/1/17,8:50:11,-2743950.927,4701351.278,3312920.965,5,11,7.1979,17.193,6.2041,3.7009,9.4553,-3.0247,0,0,-0.01717,-0.3476,-0.153,0.26168,0.61608,0.21158,0.2674,0.32007,0.10638
2025/1/17,8:50:12,-2743951.369,4701348.787,3312920.311,5,11,7.1977,17.1967,6.2049,3.6978,9.4575,-3.0254,0,0,0.05079,0.08415,0.03772,0.26168,0.61628,0.21162,0.2674,0.32017,0.10638
2025/1/17,8:50:14,-2743951.657,4701349.359,3312920.748,5,11,7.1973,17.2042,6.2064,3.6914,9.4617,-3.0269,0,0,-0.03283,-0.20822,-0.06776,0.26167,0.61668,0.2117,0.26741,0.32038,0.10638
2025/1/17,8:50:15,-2743953.014,4701344.199,3312919.842,5,11,7.1971,17.208,6.2072,3.6883,9.4639,-3.0276,0,0,0.02546,-0.11186,-0.07537,0.26167,0.61688,0.21174,0.26741,0.32049,0.10638
2025/1/17,8:50:16,-2743953.779,4701340.288,3312919.076,5,11,7.1969,17.2117,6.208,3.6851,9.466,-3.0283,0,0,0.04421,-0.33528,-0.12927,0.26167,0.61708,0.21178,0.26741,0.32059,0.10637
2025/1/17,8:50:17,-2743953.709,4701341.855,3312919.905,5,11,7.1967,17.2155,6.2088,3.6819,9.4681,-3.0291,0,0,-0.04404,0.19512,0.07321,0.26167,0.61728,0.21182,0.26742,0.3207,0.10637
2025/1/17,8:50:18,-2743954.223,4701340.54,3312919.708,5,11,7.1965,17.2192,6.2096,3.6787,9.4703,-3.0298,0,0,-0.0246,0.36171,0.18401,0.26167,0.61748,0.21186,0.26742,0.3208,0.10637
2025/1/17,8:50:19,-2743954.914,4701339.231,3312919.233,5,11,7.1963,17.223,6.2104,3.6755,9.4724,-3.0306,0,0,-0.05132,-0.2011,-0.00887,0.26167,0.61768,0.2119,0.26742,0.32091,0.10637
2025/1/17,8:50:20,-2743955.393,4701338.518,3312919.401,5,11,7.1961,17.2268,6.2112,3.6723,9.4745,-3.0313,0,0,0.0643,-0.12354,-0.06714,0.26166,0.61788,0.21194,0.26742,0.32101,0.10637
2025/1/17,8:50:21,-2743954.515,4701334.711,3312918.602,5,11,7.196,17.2305,6.212,3.6691,9.4767,-3.032,0,0,0.04035,0.10348,0.03676,0.26166,0.61809,0.21198,0.26743,0.32112,0.10637
2025/1/17,8:50:22,-2743954.21,4701334.443,3312918.579,5,11,7.1958,17.2343,6.2128,3.6659,9.4788,-3.0328,0,0,0.00269,-0.00113,-0.047,0.26166,0.61829,0.21202,0.26743,0.32122,0.10637
2025/1/17,8:50:23,-2743955.025,4701330.142,3312917.511,5,11,7.1956,17.2381,6.2136,3.6627,9.481,-3.0335,0,0,0.02469,-0.14675,-0.11687,0.26166,0.61849,0.21206,0.26743,0.32133,0.10636
2025/1/17,8:50:24,-2743955.718,4701328.533,3312917.075,5,11,7.1954,17.2418,6.2144,3.6595,9.4831,-3.0342,0,0,-0.15699,-0.16601,-0.05326,0.26166,0.61869,0.2121,0.26743,0.32143,0.10636
2025/1/17,8:50:25,-2743955.546,4701327.087,3312916.706,5,11,7.1952,17.2456,6.2152,3.6563,9.4852,-3.035,0,0,0.01912,0.49629,0.25365,0.26166,0.61889,0.21214,0.26744,0.32154,0.10636
2025/1/17,8:50:26,-2743955.19,4701330.403,3312917.282,5,11,7.195,17.2494,6.216,3.653,9.4874,-3.0357,0,0,0.07446,0.15538,-0.00846,0.26166,0.61909,0.21218,0.26744,0.32165,0.10636
2025/1/17,8:50:27,-2743954.307,4701328.885,3312916.917,5,11,7.1948,17.2532,6.2168,3.6498,9.4895,-3.0364,0,0,-0.07889,0.51856,0.27238,0.26165,0.61929,0.21222,0.26744,0.32175,0.10636
2025/1/17,8:50:28,-2743951.409,4701324.743,3312915.172,5,11,7.1946,17.2569,6.2176,3.6466,9.4917,-3.0372,0,0,-0.1276,-0.04668,-0.00247,0.26165,0.6195,0.21227,0.26744,0.32186,0.10636
2025/1/17,8:50:29,-2743941.264,4701326.472,3312913.212,5,12,5.5265,17.1785,6.1908,2.3503,9.5455,-2.5566,0,0,0.14607,0.2066,0.06533,0.19021,0.56667,0.20868,0.16268,0.30637,0.06553
2025/1/17,8:50:30,-2743936.758,4701322.318,3312912.13,5,12,5.5265,17.1823,6.1917,2.3455,9.5476,-2.5579,0,0,-0.02748,0.44729,0.169,0.19021,0.56686,0.20872,0.16264,0.30647,0.06549
2025/1/17,8:50:31,-2743931.35,4701320.67,3312911.639,5,12,5.5265,17.1862,6.1925,2.3406,9.5497,-2.5592,0,0,-0.08314,-0.31463,-0.04253,0.19021,0.56705,0.20875,0.16261,0.30656,0.06544
