Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24
2025/1/17,8:50:32,-2743930.291,4701323.115,3312912.595,5,12,5.5265,17.19,6.1933,2.3358,9.5518,-2.5605,0,0,0.05076,-0.35727,-0.13446,0.19021,0.56724,0.20879,0.16257,0.30666,0.0654
2025/1/17,8:50:33,-2743928.952,4701319.129,3312911.081,5,12,5.5265,17.1938,6.1942,2.331,9.5539,-2.5618,0,0,-0.2022,0.19703,0.13784,0.1902,0.56743,0.20883,0.16254,0.30675,0.06536
2025/1/17,8:50:34,-2743929.46,4701318.492,3312910.539,5,12,5.5265,17.1976,6.195,2.3262,9.556,-2.5631,0,0,-0.05502,0.19951,0.05893,0.1902,0.56762,0.20886,0.1625,0.30685,0.06532
2025/1/17,8:50:35,-2743930.094,4701319.219,3312911.205,5,12,5.5265,17.2015,6.1959,2.3213,9.5581,-2.5644,0,0,0.12012,-0.22139,-0.13486,0.1902,0.56781,0.2089,0.16247,0.30694,0.06528
2025/1/17,8:50:36,-2743932.229,4701320.646,3312911.618,5,12,5.5265,17.2053,6.1967,2.3164,9.5602,-2.5657,0,0,-0.04159,-0.317,-0.14266,0.19019,0.568,0.20894,0.16244,0.30704,0.06524
2025/1/17,8:50:39,-2743931.864,4701360.291,3312922.352,5,13,5.3296,12.3981,5.4817,-3.4881,7.5453,-3.2917,0,0,0.2615,-0.075,-0.07471,0.17653,0.37601,0.19029,-0.06185,0.23988,-0.0434
2025/1/17,8:50:54,-2743913.496,4701335.355,3312905.691,5,12,8.0808,12.8355,6.7404,-6.8417,8.4918,-6.0593,0,0,-0.03078,-0.15935,-0.01547,0.27959,0.48807,0.29093,-0.26934,0.3561,-0.21837
2025/1/17,8:50:55,-2743912.945,4701338.536,3312906.083,5,12,8.082,12.8344,6.74,-6.8432,8.4912,-6.0601,0,0,0.04521,-0.18652,-0.0458,0.27963,0.48801,0.29088,-0.26938,0.35605,-0.21839
2025/1/17,8:50:56,-2743912.615,4701339.08,3312905.848,5,12,8.0833,12.8332,6.7396,-6.8447,8.4906,-6.0609,0,0,-0.06292,0.21351,0.07732,0.27968,0.48795,0.29084,-0.26942,0.356,-0.21841
2025/1/17,8:50:57,-2743911.994,4701341.687,3312906.562,5,12,8.0846,12.8321,6.7392,-6.8462,8.49,-6.0617,0,0,-0.03927,-0.0122,0.02044,0.27973,0.48789,0.29079,-0.26947,0.35595,-0.21842
2025/1/17,8:50:58,-2743912.926,4701341.17,3312907.277,5,12,8.0858,12.831,6.7388,-6.8477,8.4894,-6.0625,0,0,0.00639,-0.43019,-0.1184,0.27978,0.48783,0.29074,-0.26951,0.35589,-0.21844
2025/1/17,8:50:59,-2743912.051,4701338.823,3312906.2,5,12,8.0871,12.8299,6.7384,-6.8491,8.4888,-6.0633,0,0,0.04434,-0.18759,-0.08151,0.27983,0.48777,0.2907,-0.26955,0.35584,-0.21846
2025/1/17,8:51:00,-2743912.774,4701340.195,3312906.891,5,12,8.0884,12.8287,6.738,-6.8506,8.4882,-6.064,0,0,-0.12345,-0.10624,0.01394,0.27988,0.48771,0.29065,-0.26959,0.35579,-0.21848
2025/1/17,8:51:01,-2743912.684,4701341.32,3312907.456,5,12,8.0896,12.8276,6.7376,-6.8521,8.4876,-6.0648,0,0,0.05731,0.04694,0.01027,0.27993,0.48765,0.29061,-0.26963,0.35574,-0.2185
2025/1/17,8:51:02,-2743912.868,4701341.813,3312907.8,5,12,8.0909,12.8265,6.7372,-6.8536,8.487,-6.0656,0,0,-0.01008,0.44772,0.09909,0.27998,0.48759,0.29056,-0.26967,0.35568,-0.21852
2025/1/17,8:51:03,-2743912.368,4701327.362,3312907.067,5,11,8.5316,16.3003,7.0627,-4.45,9.662,-5.574,0,0,-0.02436,0.0562,0.03635,0.29658,0.67604,0.3084,-0.16426,0.41826,-0.19403
2025/1/17,8:51:04,-2743912.717,4701340.028,3312906.868,5,12,8.0934,12.8242,6.7364,-6.8566,8.4858,-6.0672,0,0,-0.0799,0.0586,0.01813,0.28007,0.48747,0.29047,-0.26975,0.35558,-0.21856
2025/1/17,8:51:05,-2743911.904,4701338.6,3312906.243,5,12,8.0947,12.8231,6.736,-6.8581,8.4852,-6.068,0,0,0.08975,-0.21234,-0.04095,0.28012,0.48741,0.29042,-0.2698,0.35553,-0.21858
2025/1/17,8:51:06,-2743911.439,4701338.541,3312905.733,5,12,8.0959,12.8219,6.7355,-6.8595,8.4846,-6.0687,0,0,-0.02325,0.16845,0.04519,0.28017,0.48735,0.29037,-0.26984,0.35547,-0.2186
2025/1/17,8:51:07,-2743912.363,4701340.32,3312906.671,5,12,8.0972,12.8208,6.7351,-6.861,8.484,-6.0695,0,0,-0.01715,-0.52351,-0.17388,0.28022,0.48729,0.29033,-0.26988,0.35542,-0.21861
2025/1/17,8:51:08,-2743907.709,4701349.476,3312906.714,5,11,8.1536,13.206,6.7403,-6.6402,8.5346,-6.0488,0,0,0.01419,0.12414,0.07991,0.28233,0.5009,0.2925,-0.27716,0.3612,-0.22142
2025/1/17,8:51:09,-2743906.305,4701347.492,3312905.371,5,11,8.1549,13.2044,6.7399,-6.6417,8.5337,-6.0497,0,0,0.06495,0.05412,-0.00121,0.28238,0.50084,0.29245,-0.2772,0.36114,-0.22143
2025/1/17,8:51:10,-2743906.5,4701349.594,3312906.505,5,11,8.1563,13.2028,6.7394,-6.6432,8.5329,-6.0505,0,0,0.05264,0.07573,-0.02873,0.28243,0.50077,0.2924,-0.27723,0.36108,-0.22145
2025/1/17,8:51:11,-2743906.811,4701349.232,3312906.32,5,11,8.1576,13.2012,6.7389,-6.6446,8.532,-6.0514,0,0,-0.05191,-0.06898,-0.02854,0.28248,0.5007,0.29235,-0.27727,0.36102,-0.22147
2025/1/17,8:51:12,-2743907.354,4701348.587,3312906.428,5,11,8.159,13.1996,6.7385,-6.6461,8.5312,-6.0522,0,0,-0.15145,-0.42064,-0.0759,0.28252,0.50063,0.2923,-0.27731,0.36096,-0.22148
2025/1/17,8:51:13,-2743906.459,4701347.214,3312905.81,5,11,8.1603,13.1979,6.738,-6.6476,8.5303,-6.0531,0,0,-0.15461,0.28138,0.10332,0.28257,0.50056,0.29225,-0.27734,0.36091,-0.2215
2025/1/17,8:51:14,-2743906.907,4701348.216,3312906.223,5,11,8.1617,13.1963,6.7376,-6.649,8.5295,-6.0539,0,0,-0.14772,0.4318,0.1712,0.28262,0.5005,0.2922,-0.27738,0.36085,-0.22151
2025/1/17,8:51:15,-2743906.923,4701346.881,3312905.585,5,11,8.163,13.1947,6.7371,-6.6505,8.5286,-6.0548,0,0,-0.00843,-0.30843,-0.10454,0.28266,0.50043,0.29215,-0.27741,0.36079,-0.22153
2025/1/17,8:51:16,-2743907.577,4701347.988,3312905.738,5,11,8.1644,13.1931,6.7366,-6.6519,8.5277,-6.0556,0,0,-0.11068,-0.25061,-0.04095,0.28271,0.50036,0.2921,-0.27745,0.36073,-0.22154
2025/1/17,8:51:17,-2743907.448,4701348.871,3312906.314,5,11,8.1657,13.1915,6.7362,-6.6534,8.5269,-6.0564,0,0,-0.01535,0.00013,0.01257,0.28276,0.50029,0.29205,-0.27748,0.36067,-0.22156
2025/1/17,8:51:18,-2743907.273,4701346.324,3312905.663,5,11,8.1671,13.1898,6.7357,-6.6549,8.526,-6.0573,0,0,-0.06399,-0.09359,-0.0582,0.28281,0.50022,0.292,-0.27752,0.36061,-0.22157
2025/1/17,8:51:19,-2743907.51,4701346.655,3312905.597,5,11,8.1684,13.1882,6.7352,-6.6563,8.5252,-6.0581,0,0,-0.0513,-0.39615,-0.1231,0.28285,0.50016,0.29195,-0.27755,0.36055,-0.22159
2025/1/17,8:51:20,-2743906.565,4701344.343,3312904.841,5,11,8.1698,13.1866,6.7348,-6.6578,8.5243,-6.059,0,0,0.11024,-0.20661,-0.16439,0.2829,0.50009,0.2919,-0.27759,0.36049,-0.2216
2025/1/17,8:51:21,-2743907.327,4701341.084,3312903.658,5,11,8.1711,13.185,6.7343,-6.6592,8.5235,-6.0598,0,0,-0.15486,-0.0796,-0.01782,0.28295,0.50002,0.29185,-0.27762,0.36043,-0.22162
2025/1/17,8:51:22,-2743906.983,4701337.835,3312902.073,5,11,8.1725,13.1834,6.7339,-6.6607,8.5226,-6.0606,0,0,0.12144,0.36267,0.12984,0.283,0.49995,0.2918,-0.27766,0.36038,-0.22163
2025/1/17,8:51:23,-2743904.984,4701333.109,3312899.939,5,11,8.1738,13.1817,6.7334,-6.6621,8.5217,-6.0615,0,0,-0.17158,0.39218,0.16257,0.28304,0.49988,0.29175,-0.27769,0.36032,-0.22165
2025/1/17,8:51:24,-2743905.942,4701330.767,3312899.273,5,11,8.1752,13.1801,6.7329,-6.6635,8.5209,-6.0623,0,0,-0.15587,0.07483,0.13164,0.28309,0.49981,0.2917,-0.27773,0.36026,-0.22166
2025/1/17,8:51:25,-2743905.419,4701330.247,3312898.548,5,11,8.1765,13.1785,6.7325,-6.665,8.52,-6.0631,0,0,-0.0228,0.42307,0.11436,0.28314,0.49975,0.29165,-0.27776,0.3602,-0.22168
2025/1/17,8:51:26,-2743904.567,4701326.761,3312897.1,5,11,8.1779,13.1769,6.732,-6.6664,8.5192,-6.064,0,0,0.09635,-0.28706,-0.12069,0.28319,0.49968,0.2916,-0.2778,0.36014,-0.22169
2025/1/17,8:51:27,-2743905.417,4701323.942,3312896.317,5,11,8.1792,13.1752,6.7315,-6.6679,8.5183,-6.0648,0,0,-0.03298,-0.27884,-0.04381,0.28323,0.49961,0.29155,-0.27783,0.36008,-0.22171
2025/1/17,8:51:28,-2743903.398,4701320.443,3312894.208,5,11,8.1806,13.1736,6.731,-6.6693,8.5174,-6.0656,0,0,-0.18332,0.51608,0.19999,0.28328,0.49954,0.2915,-0.27787,0.36002,-0.22172
2025/1/17,8:51:29,-2743903.574,4701318.197,3312892.985,5,11,8.1819,13.172,6.7306,-6.6707,8.5166,-6.0665,0,0,0.01537,0.07349,0.0285,0.28333,0.49947,0.29145,-0.2779,0.35996,-0.22174
2025/1/17,8:51:33,-2743931.464,4701350.117,3312909.572,5,10,13.1198,17.3167,9,-12.645,11.8198,-9.9054,0,0,0.0479,0.11442,0.02294,0.53983,0.64822,0.38773,-0.51698,0.48501,-0.40838
2025/1/17,8:51:34,-2743932.493,4701351.064,3312910.222,5,10,13.1208,17.3136,8.9982,-12.6447,11.8174,-9.9048,0,0,0.02888,0.23641,0.02128,0.53992,0.64815,0.38765,-0.51702,0.48493,-0.40837
2025/1/17,8:51:35,-2743931.634,4701351.596,3312910.258,5,10,13.1218,17.3105,8.9964,-12.6443,11.815,-9.9043,0,0,-0.17827,0.00852,0.02012,0.54001,0.64807,0.38757,-0.51705,0.48485,-0.40837
2025/1/17,8:51:36,-2743930.336,4701352.669,3312910.21,5,10,13.1228,17.3073,8.9946,-12.644,11.8127,-9.9037,0,0,0.10374,0.45721,0.08542,0.5401,0.64799,0.38749,-0.51708,0.48477,-0.40837
2025/1/17,8:51:37,-2743931.103,4701355.013,3312910.902,5,10,13.1238,17.3042,8.9928,-12.6436,11.8103,-9.9031,0,0,0.04406,0.0785,0.01665,0.54019,0.64792,0.38741,-0.51711,0.48469,-0.40836
2025/1/17,8:51:38,-2743928.899,4701354.682,3312910.376,5,10,13.1247,17.301,8.9911,-12.6432,11.8079,-9.9026,0,0,-0.12016,-0.06764,0.00245,0.54028,0.64784,0.38733,-0.51715,0.48461,-0.40836
2025/1/17,8:51:39,-2743928.974,4701355.406,3312910.602,5,10,13.1257,17.2979,8.9893,-12.6429,11.8055,-9.902,0,0,-0.08395,0.04841,0.05377,0.54037,0.64776,0.38725,-0.51718,0.48453,-0.40836
2025/1/17,8:51:40,-2743926.751,4701356.749,3312910.871,5,10,13.1267,17.2947,8.9875,-12.6425,11.8031,-9.9015,0,0,-0.01069,-0.33491,-0.11288,0.54046,0.64768,0.38717,-0.51721,0.48445,-0.40835
2025/1/17,8:51:41,-2743926.261,4701355.927,3312910.465,5,10,13.1277,17.2916,8.9857,-12.6421,11.8007,-9.9009,0,0,0.06389,0.23057,0.03403,0.54055,0.6476,0.38709,-0.51724,0.48436,-0.40835
2025/1/17,8:51:42,-2743927.013,4701358.051,3312911.365,5,10,13.1286,17.2884,8.9839,-12.6417,11.7983,-9.9003,0,0,-0.02175,0.36382,0.16379,0.54064,0.64752,0.38701,-0.51727,0.48428,-0.40834
2025/1/17,8:51:43,-2743927.883,4701357.31,3312911.159,5,10,13.1296,17.2852,8.9821,-12.6413,11.7959,-9.8997,0,0,0.12801,0.18013,0.0032,0.54073,0.64745,0.38693,-0.5173,0.4842,-0.40834
2025/1/17,8:51:44,-2743926.542,4701359.006,3312911.249,5,10,13.1305,17.2821,8.9803,-12.641,11.7935,-9.8992,0,0,-0.09341,-0.2678,-0.12337,0.54082,0.64737,0.38685,-0.51734,0.48412,-0.40834
2025/1/17,8:51:45,-2743927.382,4701359.196,3312911.158,5,10,13.1315,17.2789,8.9785,-12.6406,11.791,-9.8986,0,0,0.20211,0.06646,-0.052,0.54091,0.64729,0.38677,-0.51737,0.48403,-0.40833
2025/1/17,8:51:46,-2743926.861,4701359.024,3312910.811,5,10,13.1324,17.2757,8.9767,-12.6402,11.7886,-9.898,0,0,-0.0803,-0.14572,-0.04509,0.541,0.64721,0.38669,-0.5174,0.48395,-0.40833
2025/1/17,8:51:47,-2743926.382,4701358.183,3312910.999,5,10,13.1334,17.2725,8.9749,-12.6397,11.7862,-9.8974,0,0,-0.01657,-0.02619,-0.0501,0.54109,0.64713,0.38661,-0.51743,0.48387,-0.40832
2025/1/17,8:51:48,-2743932.734,4701366.58,3312915.371,5,11,8.2075,13.1409,6.7215,-6.6976,8.5,-6.082,0,0,0.0322,-0.098,-0.04517,0.28422,0.49815,0.29049,-0.27854,0.35882,-0.22201
2025/1/17,8:51:49,-2743931.061,4701365.621,3312914.4,5,11,8.2089,13.1392,6.721,-6.699,8.4991,-6.0828,0,0,0.00239,-0.17612,-0.04641,0.28426,0.49808,0.29044,-0.27857,0.35876,-0.22202
2025/1/17,8:51:50,-2743930.265,4701364.948,3312914.103,5,11,8.2102,13.1376,6.7205,-6.7004,8.4982,-6.0836,0,0,0.02873,0.03899,-0.00764,0.28431,0.49801,0.29038,-0.27861,0.3587,-0.22203
2025/1/17,8:51:52,-2743929.648,4701364.967,3312914.041,5,11,8.2129,13.1343,6.7196,-6.7031,8.4965,-6.0852,0,0,-0.11829,0.53421,0.20036,0.2844,0.49787,0.29028,-0.27867,0.35858,-0.22206
2025/1/17,8:51:53,-2743921.967,4701334.327,3312907.097,5,10,8.8667,18.365,7.1938,-1.447,10.2551,-5.3348,0,0,0.03274,-0.15967,-0.05897,0.29801,0.72115,0.31396,-0.17691,0.43705,-0.19666
2025/1/17,8:51:54,-2743931.75,4701364.878,3312914.349,5,11,8.2156,13.131,6.7186,-6.7059,8.4947,-6.0868,0,0,0.07017,0.25546,0.0927,0.2845,0.49773,0.29018,-0.27874,0.35846,-0.22209
2025/1/17,8:51:56,-2743932.071,4701363.773,3312914,5,11,8.2183,13.1277,6.7176,-6.7087,8.4929,-6.0884,0,0,-0.02958,0.28967,0.09716,0.28459,0.49759,0.29008,-0.2788,0.35834,-0.22211
2025/1/17,8:51:57,-2743932.015,4701362.721,3312914.227,5,11,8.2196,13.1261,6.7171,-6.71,8.492,-6.0892,0,0,0.06823,-0.15581,-0.10209,0.28463,0.49752,0.29003,-0.27883,0.35828,-0.22213
2025/1/17,8:51:58,-2743932.17,4701363.332,3312914.082,5,11,8.221,13.1244,6.7166,-6.7114,8.4912,-6.09,0,0,0.02259,-0.06955,-0.11533,0.28468,0.49745,0.28998,-0.27887,0.35822,-0.22214
2025/1/17,8:51:59,-2743932.419,4701363.095,3312913.876,5,11,8.2223,13.1228,6.7161,-6.7128,8.4903,-6.0908,0,0,-0.06787,-0.28046,-0.13109,0.28473,0.49738,0.28992,-0.2789,0.35815,-0.22215
2025/1/17,8:52:00,-2743933.531,4701365.021,3312914.845,5,11,8.2236,13.1211,6.7157,-6.7142,8.4894,-6.0916,0,0,-0.1044,-0.06408,0.00389,0.28477,0.4973,0.28987,-0.27893,0.35809,-0.22216
2025/1/17,8:52:01,-2743934.511,4701364.143,3312915.32,5,11,8.225,13.1195,6.7152,-6.7155,8.4885,-6.0924,0,0,-0.05208,-0.32958,-0.06674,0.28482,0.49723,0.28982,-0.27896,0.35803,-0.22218
2025/1/17,8:52:02,-2743935.883,4701363.734,3312915.51,5,11,8.2263,13.1178,6.7147,-6.7169,8.4876,-6.0932,0,0,-0.14056,0.02669,0.01768,0.28487,0.49716,0.28977,-0.27899,0.35797,-0.22219
2025/1/17,8:52:03,-2743948.352,4701330.503,3312910.232,5,10,8.8721,18.3837,7.1959,-1.541,10.2649,-5.3426,0,0,0.06439,-0.10169,-0.0665,0.29825,0.72269,0.31388,-0.17775,0.43754,-0.19679
2025/1/17,8:52:04,-2743950.41,4701332.461,3312910.798,5,10,8.8726,18.3856,7.1961,-1.5501,10.2659,-5.3434,0,0,-0.0209,0.04095,0.06007,0.29827,0.72284,0.31387,-0.17784,0.43759,-0.1968
2025/1/17,8:52:05,-2743951.85,4701335.847,3312912.575,5,10,8.8732,18.3875,7.1963,-1.5592,10.2669,-5.3442,0,0,0.05491,-0.10247,-0.01268,0.2983,0.723,0.31386,-0.17792,0.43764,-0.19682
2025/1/17,8:52:06,-2743951.092,4701340.219,3312913.799,5,10,8.8737,18.3893,7.1965,-1.5682,10.2679,-5.345,0,0,-0.11539,0.20707,0.0911,0.29832,0.72315,0.31385,-0.178,0.43769,-0.19683
2025/1/17,8:52:07,-2743952.952,4701333.959,3312912.26,5,10,8.8743,18.3912,7.1967,-1.5771,10.2688,-5.3458,0,0,0.00565,0.13723,0.0164,0.29834,0.72331,0.31384,-0.17809,0.43774,-0.19684
2025/1/17,8:52:08,-2743954.465,4701337.924,3312914.28,5,10,8.8748,18.3931,7.1969,-1.586,10.2698,-5.3466,0,0,0.18969,-0.07322,-0.05091,0.29837,0.72346,0.31383,-0.17817,0.43779,-0.19686
2025/1/17,8:52:09,-2743958.081,4701346.361,3312918.357,5,10,8.8753,18.3949,7.1971,-1.5949,10.2708,-5.3473,0,0,0.13522,-0.01861,-0.05791,0.29839,0.72362,0.31383,-0.17826,0.43784,-0.19687
2025/1/17,8:52:10,-2743960.768,4701350.288,3312920.478,5,10,8.8759,18.3968,7.1974,-1.6037,10.2718,-5.3481,0,0,0.03243,-0.20043,-0.09606,0.29841,0.72377,0.31382,-0.17834,0.43789,-0.19688
2025/1/17,8:52:11,-2743958.819,4701351.287,3312919.818,5,10,8.8764,18.3987,7.1976,-1.6124,10.2727,-5.3489,0,0,-0.17115,0.28525,0.10693,0.29844,0.72393,0.31381,-0.17843,0.43794,-0.19689
2025/1/17,8:52:12,-2743955.992,4701344.588,3312916.875,5,10,8.877,18.4006,7.1978,-1.6212,10.2737,-5.3497,0,0,-0.00271,0.11163,0.05314,0.29846,0.72408,0.3138,-0.17851,0.43799,-0.19691
2025/1/17,8:52:13,-2743956.015,4701344.856,3312917.348,5,10,8.8775,18.4024,7.198,-1.6298,10.2747,-5.3505,0,0,-0.08295,-0.13525,-0.09685,0.29848,0.72424,0.31379,-0.17859,0.43804,-0.19692
2025/1/17,8:52:14,-2743949.484,4701342.843,3312915.285,5,10,8.878,18.4043,7.1982,-1.6384,10.2757,-5.3512,0,0,-0.02947,0.02495,0.01072,0.29851,0.72439,0.31378,-0.17868,0.43809,-0.19693
2025/1/17,8:52:15,-2743945.12,4701339.465,3312912.822,5,10,8.8786,18.4062,7.1984,-1.647,10.2767,-5.352,0,0,-0.05574,0.16748,0.1517,0.29853,0.72455,0.31378,-0.17876,0.43814,-0.19695
2025/1/17,8:52:16,-2743942.815,4701335.581,3312910.984,5,10,8.8791,18.4081,7.1986,-1.6556,10.2776,-5.3528,0,0,0.17657,-0.17773,-0.12151,0.29855,0.72471,0.31377,-0.17885,0.43819,-0.19696
2025/1/17,8:52:17,-2743941.106,4701342.03,3312913.072,5,10,8.8797,18.4099,7.1988,-1.6641,10.2786,-5.3536,0,0,0.00565,0.17632,0.06227,0.29858,0.72486,0.31376,-0.17893,0.43824,-0.19697
2025/1/17,8:52:18,-2743938.283,4701339.718,3312912.136,5,10,8.8802,18.4118,7.199,-1.6725,10.2796,-5.3543,0,0,0.00378,0.16712,0.07049,0.2986,0.72502,0.31375,-0.17901,0.43829,-0.19699
2025/1/17,8:52:19,-2743936.566,4701353.592,3312917.071,5,11,8.6948,15.0168,7.0209,-4.7002,9.4193,-5.6175,0,0,-0.14929,0.05026,0.09544,0.29367,0.65509,0.30398,-0.12339,0.40986,-0.18601
2025/1/17,8:52:20,-2743939.452,4701350.419,3312917.477,5,12,8.5094,14.265,6.979,-5.5256,9.2267,-5.7394,0,0,0.04754,-0.08428,-0.01085,0.29364,0.6242,0.29931,-0.11919,0.39681,-0.18528
2025/1/17,8:52:21,-2743939.512,4701345.276,3312913.554,5,11,8.6955,15.0225,7.0217,-4.7078,9.4224,-5.6189,0,0,0.04908,0.12233,0.03641,0.29371,0.65534,0.30395,-0.12359,0.40994,-0.18604
2025/1/17,8:52:22,-2743938.457,4701361.197,3312920.89,5,12,8.5102,14.2705,6.9797,-5.5322,9.2298,-5.7409,0,0,0.02939,-0.12875,-0.07291,0.29369,0.62441,0.29928,-0.11941,0.39687,-0.18531
2025/1/17,8:52:23,-2743939.075,4701368.51,3312923.45,5,12,8.5106,14.2732,6.9801,-5.5355,9.2313,-5.7416,0,0,0.04687,-0.0515,-0.05575,0.29372,0.62452,0.29927,-0.11952,0.39691,-0.18532
2025/1/17,8:52:24,-2743940.465,4701374.827,3312925.917,5,12,8.511,14.276,6.9804,-5.5387,9.2328,-5.7424,0,0,-0.05693,0.26239,0.10089,0.29374,0.62463,0.29925,-0.11963,0.39694,-0.18533
2025/1/17,8:52:25,-2743940.886,4701380.846,3312928.049,5,12,8.5114,14.2787,6.9808,-5.542,9.2344,-5.7431,0,0,-0.06486,0.16218,0.14355,0.29376,0.62473,0.29924,-0.11974,0.39697,-0.18535
2025/1/17,8:52:26,-2743941.444,4701381.257,3312928.603,5,12,8.5119,14.2814,6.9812,-5.5453,9.2359,-5.7438,0,0,-0.02,0.22685,0.12428,0.29379,0.62484,0.29923,-0.11985,0.39701,-0.18536
2025/1/17,8:52:27,-2743943.301,4701379.69,3312928.455,5,12,8.5123,14.2842,6.9816,-5.5486,9.2374,-5.7446,0,0,-0.00403,0.04237,0.05465,0.29381,0.62495,0.29921,-0.11996,0.39704,-0.18537
2025/1/17,8:52:28,-2743941.655,4701383.238,3312928.995,5,12,8.5127,14.2869,6.9819,-5.5519,9.239,-5.7453,0,0,0.04928,0.44033,0.14493,0.29384,0.62506,0.2992,-0.12007,0.39707,-0.18539
2025/1/17,8:52:30,-2743941.785,4701387.409,3312929.549,5,12,8.5135,14.2924,6.9827,-5.5584,9.242,-5.7468,0,0,0.15235,-0.4192,-0.20884,0.29388,0.62527,0.29917,-0.12029,0.39714,-0.18541
2025/1/17,8:52:31,-2743942.39,4701385.776,3312928.984,5,12,8.514,14.2952,6.983,-5.5617,9.2435,-5.7475,0,0,0.00641,0.0758,0.0461,0.29391,0.62538,0.29916,-0.1204,0.39717,-0.18542
2025/1/17,8:52:32,-2743942.06,4701371.529,3312923.49,5,12,8.5144,14.298,6.9834,-5.565,9.2451,-5.7482,0,0,-0.00184,0.12756,0.03485,0.29393,0.62549,0.29915,-0.12051,0.39721,-0.18544
2025/1/17,8:52:33,-2743938.878,4701379.538,3312925.41,5,13,8.2042,12.0407,6.693,-6.9704,8.3733,-6.1315,0,0,0.09163,-0.11902,-0.03733,0.26853,0.46869,0.28445,-0.25318,0.34562,-0.21321
2025/1/17,8:52:34,-2743938.011,4701385.268,3312927.302,5,13,8.2055,12.0408,6.6925,-6.9723,8.3732,-6.1322,0,0,-0.05441,0.42683,0.11472,0.26859,0.46864,0.28441,-0.25323,0.34557,-0.21324
2025/1/17,8:52:35,-2743938.017,4701387.59,3312927.936,5,13,8.2067,12.0408,6.6921,-6.9741,8.373,-6.1329,0,0,-0.15629,-0.21888,-0.0119,0.26864,0.46859,0.28436,-0.25329,0.34552,-0.21326
2025/1/17,8:52:36,-2743936.843,4701384.002,3312926.538,5,13,8.2079,12.0408,6.6917,-6.976,8.3729,-6.1336,0,0,0.07947,-0.13504,-0.10269,0.2687,0.46854,0.28432,-0.25334,0.34547,-0.21328
2025/1/17,8:52:37,-2743943.172,4701352.03,3312917.306,5,12,8.5165,14.3118,6.9852,-5.5813,9.2527,-5.7519,0,0,0.0713,-0.04392,-0.05815,0.29405,0.62603,0.29908,-0.12106,0.39737,-0.1855
2025/1/17,8:52:38,-2743941.663,4701351.607,3312916.248,5,12,8.5169,14.3145,6.9856,-5.5846,9.2543,-5.7526,0,0,-0.00644,-0.00612,-0.06803,0.29408,0.62614,0.29906,-0.12117,0.39741,-0.18552
2025/1/17,8:52:39,-2743939.886,4701348.903,3312914.649,5,12,8.5173,14.3173,6.986,-5.5879,9.2558,-5.7534,0,0,-0.02251,0.05782,0.02677,0.2941,0.62625,0.29905,-0.12128,0.39744,-0.18553
2025/1/17,8:52:40,-2743938.987,4701348.907,3312913.967,5,12,8.5177,14.32,6.9863,-5.5911,9.2573,-5.7541,0,0,-0.07413,0.07321,0.10188,0.29412,0.62636,0.29904,-0.12139,0.39748,-0.18554
2025/1/17,8:52:41,-2743938.346,4701345.664,3312912.462,5,12,8.5181,14.3228,6.9867,-5.5944,9.2589,-5.7548,0,0,0.06431,0.33807,0.04723,0.29415,0.62647,0.29902,-0.12149,0.39751,-0.18556
2025/1/17,8:52:42,-2743938.012,4701346.887,3312913.051,5,12,8.5186,14.3256,6.9871,-5.5977,9.2604,-5.7556,0,0,-0.09935,0.22004,0.17802,0.29417,0.62658,0.29901,-0.1216,0.39754,-0.18557
2025/1/17,8:52:43,-2743937.977,4701344.339,3312912.636,5,12,8.519,14.3283,6.9874,-5.6009,9.2619,-5.7563,0,0,0.07843,0.59436,0.21255,0.2942,0.62669,0.299,-0.12171,0.39758,-0.18558
2025/1/17,8:52:44,-2743938.766,4701345.739,3312913.677,5,12,8.5194,14.3311,6.9878,-5.6042,9.2635,-5.757,0,0,-0.0572,-0.11753,-0.06135,0.29422,0.6268,0.29898,-0.12182,0.39761,-0.1856
2025/1/17,8:52:45,-2743935.94,4701345.47,3312912.636,5,12,8.5198,14.3339,6.9882,-5.6074,9.265,-5.7578,0,0,0.10778,0.16605,0.06553,0.29425,0.6269,0.29897,-0.12193,0.39764,-0.18561
2025/1/17,8:52:46,-2743937.057,4701341.381,3312911.422,5,12,8.5202,14.3367,6.9885,-5.6107,9.2665,-5.7585,0,0,0.03374,-0.12101,-0.01379,0.29427,0.62701,0.29896,-0.12204,0.39768,-0.18562
2025/1/17,8:52:47,-2743937.467,4701338.686,3312911.176,5,12,8.5207,14.3394,6.9889,-5.6139,9.268,-5.7592,0,0,-0.13082,0.13969,0.13017,0.29429,0.62712,0.29894,-0.12215,0.39771,-0.18564
2025/1/17,8:52:48,-2743933.434,4701335.11,3312910.035,5,12,8.5211,14.3422,6.9893,-5.6172,9.2696,-5.7599,0,0,-0.23078,0.19613,0.2113,0.29432,0.62723,0.29893,-0.12225,0.39774,-0.18565
2025/1/17,8:52:49,-2743939.954,4701337.402,3312912.816,5,12,8.5215,14.345,6.9896,-5.6204,9.2711,-5.7607,0,0,1.38644,-0.25539,-0.49388,0.29434,0.62734,0.29892,-0.12236,0.39778,-0.18566
